,roles,companies,locations,experience,skills
517,Data Scientist,Naghavi Fintech,Bengaluru,2-6 Yrs,"Data mining, Statistics, Data"
518,Data Scientist,Umamicasa,Bengaluru,3-7 Yrs,"Computer science, Statistical analysis, Machine learning, Hadoop, Mathematics, Statistics, Python, Science"
519,Data Scientist,Btropsn Software,Bengaluru,3-5 Yrs,"Computer science, Prototype, GIT, Analytical, Machine learning, Information retrieval, Data quality, Forecasting"
520,Data Scientist,Paraminfo,Bengaluru,2-3 Yrs,"Computer vision, NoSQL, SAS, GCP, Machine learning, Stakeholder management, Analytics, SQL"
521,Data Scientist,Hakimo,Bengaluru,3-5 Yrs,"tableau, data science, SQL database, Security systems, Physical security, Management, Data warehousing, Python"
522,Data Scientist,Systechcorp Inc,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"NoSQL, data science, GCP, Project management, Analytical, Machine learning, model development, SQL"
523,Data Scientist,Myyogateacher,Bengaluru,3-6 Yrs,"Business objects, SAS, XML, MySQL, Javascript, Data collection, Data processing, Data Analyst"
524,Data Scientist,Grid Dynamics,Hyderabad,3-4 Yrs,"Focus, Machine learning, Corporate, Medical insurance, Scientist 1, Forecasting, Python, Machine"
525,Data Scientist,Cognite,Bengaluru,3-7 Yrs,"Manager Quality Assurance, GIT, Production planning, Analytical, Web development, Machine learning, microsoft, WiFi"
526,Data Scientist,Valuelabs,Hyderabad,5-8 Yrs,"Computer science, Computer vision, Computer languages, GIT, Neural networks, Machine learning, microsoft azure, Predictive modeling"
527,Data Scientist,Scalein,Bengaluru,4-9 Yrs,"Performance tuning, analytical, Postgresql, administration, Perl, SQL, nosql, analytics"
528,Data Scientist,Pegasus Knowledge Solutions (PKSI),Bengaluru,8-10 Yrs,"Base SAS, Excel, data science, Data modeling, SQL, Python, SAS, Data"
529,Data Scientist - I,Meesho,Bengaluru,1-2 Yrs,"Analytical skills, spark, Neural networks, Machine learning, Commerce, E-commerce, big data, SQL"
530,Data Scientist,Faurecia,Pune,8-13 Yrs,"Training, Career development, Project management, CAD, Manager Technology, Agile, Design development, Product design"
531,Data Scientist III,Meesho,Bengaluru,4-7 Yrs,"Third party logistics, Performance management, Machine learning, E-commerce, Medical insurance, SQL, Python, Logistics"
532,Data Scientist,TATA  LIMITED-TATA INSIGHTS AND QUANTS DIVISON,"Mumbai, Jamshedpur, Bengaluru",2-7 Yrs,"Data analysis, Data management, HTML, HTTP, Information management, Data mining, Econometrics, Information technology"
533,Data Scientist,Rightpoint,"Jaipur, Bengaluru",8-13 Yrs,"Data analysis, Operations research, Analytical, Artificial Intelligence, Machine learning, Data collection, Business intelligence, Continuous improvement"
534,Data Scientist,Gujarat Fluorochemicals,Noida,1-2 Yrs,"C++, PMP, Coding, Project management, Social media, Predictive modeling, Business solutions, Information technology"
535,Data Scientist,Colgate-Palmolive (India),Mumbai,5-8 Yrs,"Logistic regression, Neural networks, Business analytics, Analytical, Machine learning, Predictive modeling, Continuous improvement, Forecasting"
536,Data Scientist,Enterprise Bot,Bengaluru,2-3 Yrs,"deep learning, Automation, data science, Stock exchange, Machine learning, Data mining, Analytics, Python"
537,NLP Data Scientist,Heaps Health Solutions India,"Hyderabad, Bengaluru",2-3 Yrs,"Basic, Data analysis, Version control, GIT, GCP, Programming, Healthcare, Technology solutions"
538,DATA SCIENTIST,Cellworks Research India,Bengaluru,3-5 Yrs,"Computer science, NoSQL, Statistical analysis, Data modeling, Analytical, Machine learning, MySQL, Data structures"
539,Data Scientist,Add On It Systems,Bengaluru,2-4 Yrs,"PDF, Statistical analysis, Machine learning, MS Word, data visualization, Python, Microsoft, Machine"
540,Data Scientist,Heaps Health Solutions India,"Hyderabad, Bengaluru",1-4 Yrs,"Data analysis, Version control, GIT, data science, GCP, Analytical, Machine learning, Data mining"
541,Data Scientist,Cradlepoint,Bengaluru,8-13 Yrs,"Data analysis, Data validation, Coding, Artificial Intelligence, Machine learning, Data quality, Forecasting, SQL"
542,Data Scientist,Covalense Global,"Hyderabad, Bengaluru",3-8 Yrs,"Machine learning, Data collection, data visualization, Data, Collections, Machine"
543,Data Scientist,Pradeepit Consulting Services,Bengaluru,3-7 Yrs,"Analytical skills, Data analysis, French, Spanish, Natural language processing, Manager Quality Control, Data mining, Object oriented programming"
544,Data Scientist,Aegis Media,Bengaluru,8-13 Yrs,"Cloud computing, Version control, Machine learning, Cloud, Data processing, Natural language processing, Project delivery, Forecasting"
545,Data Scientist,Encora,Bengaluru,5-7 Yrs,"Product engineering, Cloud Services, Machine learning, Quality engineering, Manager Technology, Data analytics, Management, Cloud"
546,Data Scientist,Draup,Bengaluru,5-7 Yrs,"Computer science, deep learning, Logistic regression, Due diligence, Google Analytics, Machine learning, Data processing, Natural language processing"
547,Data Scientist,Akkodis,Bengaluru,4-5 Yrs,"Computer science, Computer vision, Linux, Machine learning, Information technology, Automotive, Analytics, functional safety"
548,Data Scientist,Leokraft Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Computer science, data science, GCP, Machine learning, Cloud, Programming, data visualization, Troubleshooting"
549,Data Scientist,Artex Risk Solutions,Bengaluru,1-2 Yrs,"Data analysis, Data modeling, Consulting, Machine learning, Risk management, Data mining, MATLAB, Python"
550,Data Scientists,Pratibha Analytics,Hyderabad,2-7 Yrs,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information"
551,Data Scientist,Blume Ventures,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,"Computer vision, Coding, Programming, Information retrieval, Natural language processing, Calculus, Data mining, Statistics"
552,Data Scientists and Programmer,Zdaly,Bengaluru,5-8 Yrs,"SAN, Health insurance, tableau, Data modeling, cassandra, Script writing, big data analytics, Machine learning"
553,Data Scientist I A - GBS IND,Bank Of America,Hyderabad,2-9 Yrs,"Data analysis, Software design, GIT, Consulting, Workflow, Oracle, Risk management, JIRA"
554,Data scientist,Meyrahkee,"Mumbai, Pune, Bengaluru",3-7 Yrs,"Computer science, GCP, Machine learning, Cloud, Manager Technology, Workflow, E-commerce, Data quality"
555,Data Scientists,Huntertech Ventures,Bengaluru,5-8 Yrs,"algorithms, workday functional, python, workday, data security, predictive analytics, predictive, power bi"
556,Data Scientist,Comscore,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,"Digital media, Analytical, Debugging, CMS, Market research, SEM, Data mining, Analytics"
557,Data Scientist,Astria Digital,Bengaluru,8-13 Yrs,"Training, deep learning, Coding, Cloud Services, Machine learning, Cloud, content generation, Natural language processing"
558,Data Scientist,DigitalAPICraft,Bengaluru,8-13 Yrs,"Computer science, Telecom, Performance tuning, GCP, Machine learning, Healthcare, Natural language processing, data visualization"
559,Data Scientist,Anheuser Busch InBev,Bengaluru,3-5 Yrs,"Supply chain, Analytical, Consulting, Conceptualization, Econometrics, Project delivery, Forecasting, Analytics"
560,Data Scientist,Neostats Analytics Solutions,Bengaluru,3-7 Yrs,"supply chain, power bi, inventory, merchandising, programming, sql, Program, Supply"
561,Data Scientist,Hakimo,Bengaluru,3-8 Yrs,"algorithms, python, natural language processing, scikit-learn, linear regression, anomaly detection, machine learning, dashboards"
562,Data Scientist,LLP S3bglobal Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-10 Yrs,Data Scientist
563,Data Scientist,ADM,Bengaluru,4-6 Yrs,"Operations research, SAS, Simulation, Analytical, Machine learning, Predictive modeling, SPSS, Data mining"
564,Data Scientist,Gforce Consulting Solutions,Bengaluru,3-8 Yrs,"tableau, data science, spark, Demand forecasting, Machine learning, Data structures, Object oriented programming, Statistics"
565,Data Scientist,Denave,Noida,4-7 Yrs,"Computer vision, Telesales, Business analytics, Javascript, Inside sales, Open source, Digital marketing, Sales account"
566,Data Scientist,Rapid Canvas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,"Computer science, Operations research, data science, GCP, Machine learning, SAGE, Data mining, AWS"
567,Data Scientist,Bizviz Technologies,Bengaluru,3-7 Yrs,"ERP, Data analysis, SAS, Simulation, Analytical, Machine learning, Healthcare, Data mining"
568,Data Scientist,Cradlepoint,Bengaluru,4-6 Yrs,"Wireless, Computer science, Networking, Linux, WAN, Machine learning, Predictive modeling, Analytics"
569,Data Scientist,Simpplr Software India,"Gurugram, Bengaluru",1-3 Yrs,"Backend, Prototype, Coding, Analytical, Intranet, Machine learning, splunk, Monitoring"
570,AI Data Scientist,Johnson Controls,Pune,4-8 Yrs,"Computer science, SOA, GCP, Machine learning, Cloud, Deployment, Sensors, Monitoring"
571,Data Scientist,Sberbank,Bengaluru,3-7 Yrs,"Data analysis, Development Manager, Analytical, Agile, Continuous improvement, Business solutions, Operations, Internship"
572,Data Scientist,Goto Company,Bengaluru,1-2 Yrs,"Computer science, Operations research, Prototype, Version control, Formulation, Machine learning, Data processing, SQL"
573,Data Scientist - Gen AI,Xpress Automation,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,"Automation, Backend, Product engineering, orchestration, Debugging, Machine learning, System design, Transformers"
574,Data Scientist,Preceptors IT and Business Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,"algorithms, python, project management, modeling, data analysis, data analytics, preventive maintenance, business solutions"
575,Data Scientist,Kashsam Data Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Data analysis, Coding, Process improvement, data governance, Management, Analysis, Governance, Data"
576,Data Scientist,Datacorp Traffic,Bengaluru,3-7 Yrs,Data Scientist
577,Data Scientist,Credit Saison,Bengaluru,3-8 Yrs,"Computer science, Loans, Manager Quality Assurance, Underwriting, Data collection, Data mining, Business solutions, Forecasting"
578,Data Scientist,Netcore Cloud,"Mumbai, Bengaluru",3-7 Yrs,"C++, Product engineering, NoSQL, Business analytics, Artificial Intelligence, MySQL, Machine learning, MongoDB"
579,Data Scientist,Customerxps Software,Bengaluru,12-22 Yrs,"Product management, Change management, Team management, Business analysis, MIS, Project management, Consulting, Risk management"
580,Data Scientist - Product,Rapid Canvas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Usage, Version control, Prototype, Manager Quality Assurance, data science, GCP, Machine learning, Product design"
581,Data Scientist,Conneqt,Bengaluru,5-8 Yrs,"data science, Analytical, Machine learning, Hypothesis Testing, Statistics, Business understanding, Python, text analytics"
582,Data Scientist,Axiom Technologies,Bengaluru,3-8 Yrs,"Vista, IT services, Computer science, Windows OS, Machine learning, IT skills, Hypothesis Testing, data visualization"
583,Data Scientist,AIE Group,Bengaluru,3-8 Yrs,"Computer science, deep learning, Statistical modeling, Prototype, data science, Neural networks, Machine learning, Research"
584,Data scientist,Aikaan Labs,Bengaluru,4-6 Yrs,"Academic Research, Networking, Machine learning, Data collection, Hypothesis Testing, Programming, Regression analysis, Data mining"
585,Debt Collection Data Scientist,Fairmoney Technology,Bengaluru,2-6 Yrs,"Computer science, Logistic regression, debt collection, MySQL, Data quality, Data mining, Business solutions, Econometrics"
586,Data Scientist,Gradient M,Bengaluru,7-12 Yrs,"C++, Hibernate, Automation, SOA, XML, JSP, JDBC, Business intelligence"
587,Data Scientist,Aarch Solutions,Bengaluru,8-13 Yrs,"Unix, Supply chain, Computer science, C++, Linux, Machine learning, SPSS, Data mining"
588,Data Scientist - 3,Navi Technologies,Bengaluru,5-8 Yrs,"Electrical engineering, Loans, data science, financial products, Mutual funds, Machine learning, Programming, Business solutions"
589,Data Scientist,Faurecia,Pune,2-10 Yrs,"Training, Career development, Manager Technology, Agile, Electronics, Automotive, Technology, Technology management"
590,Data Scientist,NOVARTIS,Hyderabad,2-8 Yrs,"deep learning, Statistical analysis, Neural networks, Project management, Analytical, Machine learning, Programming, Natural language processing"
591,Data Scientist,Tyootr,Bengaluru,3-7 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
592,Data scientist -1,Rarr Technologies,Bengaluru,1-2 Yrs,"Computer science, Analytical skills, Computer vision, deep learning, data science, spark, Machine learning, big data"
593,"Knowledge Graph , Data Scientist",Mango Sciences,Bengaluru,3-5 Yrs,"Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations"
594,Data Scientist,Siemens Healthcare,Bengaluru,8-13 Yrs,"Supply chain management, Operations research, data science, Time series analysis, Analytical, Machine learning, Mathematics, Management"
595,Data Scientist,Zen Data Shastra,Bengaluru,2-6 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, data mining, predictive"
596,Data Scientist,Diensten Tech Limited,Bengaluru,8-13 Yrs,Data Scientist
597,Data Scientist,Anheuser Busch InBev,Bengaluru,3-6 Yrs,"Version control, GIT, Analytical, Consulting, Machine learning, Data structures, Forecasting, Analytics"
598,Data Scientist,Pragya Health Technologies,Bengaluru,2-6 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
599,Data Scientist,Sumeru Digital Solutions,Bengaluru,3-8 Yrs,Data Scientist
600,"Deep Learning , Data Scientist",Mango Sciences,Bengaluru,3-5 Yrs,"Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations"
601,data scientist,Cognistx,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,"Computer science, Data analysis, NoSQL, Machine learning, Data collection, Business intelligence, Data mining, MATLAB"
602,Data Scientist,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,"Supply chain, Health insurance, Operations research, Machine learning, data visualization, Data mining, big data, Open source"
603,Remote Opportunity Data Scientist with Dataiku,Emagine,Bengaluru,5-10 Yrs,"deep learning, python, natural language processing, data science, neural networks, dataiku, Science, Process"
604,"NLP , Data Scientist",Mango Sciences,Bengaluru,4-6 Yrs,"Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Analytics"
605,Data Scientist,The It Mind Services,"Kolkata, Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru",4-12 Yrs,"Machine learning, Data collection, data visualization, Collections, Machine, Data"
606,Data Scientist,Inference Labs,Bengaluru,3-5 Yrs,"C++, Linux, Networking, Coding, Javascript, DNS, Perl, HTTP"
607,Data Scientist,Edcults Consulting,"Hyderabad, Bengaluru",5-10 Yrs,"Computer science, Training, deep learning, Networking, Data management, Machine learning, Infrastructure, Performance optimization"
608,Data Scientist,Kanini Software Solutions,"Noida, Pune, Chennai, Coimbatore, Bengaluru",1-6 Yrs,"Unix, Linux, SAS, Coding, Application development, Windows, Teradata, Open source"
609,Job openings For Data Scientist- Kolkata,leading mnc,Kolkata,3-8 Yrs,"Machine Learning, Python, Java, Natural Language Processing, AI, Deep Learning, Process, Languages"
610,Data Scientist,Faurecia,Pune,3-5 Yrs,"Computer vision, deep learning, Data analysis, Artificial Intelligence, Machine learning, Manager Technology, Agile, Automotive"
611,Data Scientist,CTD Techs,"Chennai, Bengaluru",2-6 Yrs,"Process automation, data science, Artificial Intelligence, Consulting, Machine learning, linear regression, microsoft, Facility management"
612,Data Scientist,Leading Client,Mumbai,3-8 Yrs,"Data Science, SAS, Linear Regression, Random Forests, Decision Trees, Machine Learning, Python, SQL"
613,DATA SCIENTIST,Fiddich,Bengaluru,5-8 Yrs,"Algorithms, Data modeling, Analytical, Machine learning, Grid, Perl, Data mining, MATLAB"
614,Data Scientist - SQL/R/Python,Leading Client,Mumbai,3-8 Yrs,"Data Science, R, machine l, EDA, data analysis, SQL, Python, Analysis"
615,Data Scientist - SQL/R/Python,Leading Client,Mumbai,3-8 Yrs,"Data Science, R, Data Mining, Machine Learning, SQL, Python, Machine, Science"
616,Data Scientist,Leading Client,New Delhi,4-8 Yrs,"Data Science, R, Logistic Regression, Decision Tree, Machine learning, Linear Progression, Python, Machine"
617,Data Scientist,Open Insights,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,"C++, Linux, Agile scrum, Machine learning, Programming, Object oriented programming, Statistics, SQL"
618,Data Scientist,Innominds Software,"Hyderabad, Bengaluru",2-7 Yrs,"deep learning, PDF, data science, Machine learning, Programming, Data processing, Predictive modeling, data visualization"
619,PRI01153-Data Scientist,Tech Stalwart Solution,Bengaluru,7-12 Yrs,"Cloud, Open source, AWS, SQL, Python, Source, Open"
620,Data Scientist,Green Clover,Mumbai,3-6 Yrs,"Telecom, SAS, Analytical, Machine learning, Data quality, MS Office, Data mining, Analytics"
621,Data Scientist,Leading Client,Mumbai,3-8 Yrs,"Data Science, Google Cloud Platform, Hugging Face Transformers, NLP techniques, statistical modelling, OpenAI APIs, Python, SQL"
622,Data Scientist & ML developer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,"Telecom, Linux, Neural networks, Consulting, Machine learning, Data collection, Telecom OSS, Windows"
623,Data Scientist,Germane Analytics,Bengaluru,8-13 Yrs,"C++, Algorithms, Simulation, Coding, MySQL, Machine learning, Javascript, Business Objects"
624,Software Engineer - Data Scientists,Patientmd,Kolkata,3-8 Yrs,"Data analysis, Business analytics, Genomics, Web development, Machine learning, medical tourism, Scheduling, Data mining"
625,Data Scientist,Bizviz Technologies,"Hyderabad, Bengaluru",3-8 Yrs,"ERP, Data analysis, SAS, Simulation, Analytical, Machine learning, Healthcare, Data mining"
626,AI - Data Scientist/ Architect,IDESLABS,Bengaluru,7-12 Yrs,"Architect, SAS, data science, Focus, Machine learning, Cloud, Programming, Agile"
627,Data Scientist with Python & AWS,Rarr Technologies,Bengaluru,5-10 Yrs,"Data analysis, Statistical analysis, data science, data security, Cloud Services, Machine learning, Data processing, data visualization"
628,Data Scientist,Diverse Lynx,Bengaluru,4-6 Yrs,"Computer science, deep learning, data science, spark, consumer marketing, Machine learning, Forecasting, Business understanding"
629,Data Scientist,Fortune Global 500 MNC in Aviation,Bengaluru,5-8 Yrs,"Statistical Modeling, Ai Builder, Machine Learning, Data Science, Generative Ai, Artificial Intelligence, Machine, Science"
630,"Data Scientist (Artificial , Machine Learning)",Franklin templeton asset management (india)pvt,Hyderabad,2-4 Yrs,"Mining, Product management, Data analysis, Wealth management, Analytical, Data collection, Asset management, Monitoring"
631,Data Scientist -1,Yubi,Chennai,1-3 Yrs,"Computer vision, Prototype, data science, GCP, Machine learning, Genetics, Scientist 1, Financial services"
632,Data Scientist,Acme Services,Bengaluru,3-8 Yrs,"Research, Data"
633,Data Scientist (US Value & Access Insights),Amgen Inc,Hyderabad,3-7 Yrs,"python, troubleshooting, machine learning algorithms, ml, statistics, continuous integration, kubernetes, hypothesis testing"
634,Hiring Data Scientist - Pune,People Powered Solutions,Pune(Kalyani Nagar),3-6 Yrs,"python, data science, big data analytics, predictive modeling, Data Scientist, machine learning, business intelligence, sql"
635,Data Scientist,Digit Insurance,Bengaluru,6-9 Yrs,"Natural Language Processing, Data Science, Machine Learning, Python, Data, Process, Processing, Languages"
636,Data Scientist,TMD - The Modern Dimension,"New Delhi, Bengaluru",2-7 Yrs,"Data Science, Data Scientist, Machine Learning, Algorithm, Machine, Data, Science, Algorithms"
637,Data Scientist AI-ML,BEST SELECTION SOLUTIONS PRIVATE LIMITED,Bengaluru,3-9 Yrs,"Printing, Training, PDF, data science, Database design, Machine learning, Troubleshooting, Monitoring"
638,Data Scientist,Acme Services,Bengaluru,3-8 Yrs,"hive, Machine learning, Programming, Troubleshooting, big data, Analytics, Reporting tools, SQL"
639,Data Scientist,Z2plus Placement & Security Agency Pvt. Ltd.,Bengaluru,2-3 Yrs,"Supply chain, Logistic regression, Industry research, Neural networks, Project management, Machine learning, Business excellence, Natural language processing"
640,Data Scientist,Cynosure Corporate Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,"Computer science, IT services, deep learning, C++, Operations research, Machine learning, Natural language processing, Econometrics"
641,Data Scientist - APM,John Crane Sealing Systems India,Pune,10-15 Yrs,"matlab, algorithms, python, mathematics, scikit-learn, predictive analytics, dl, machine learning"
642,Data Scientist,hackajob,Bengaluru,3-7 Yrs,"data science, Data modeling, Agile, Data processing, Informatica, microsoft, Reporting tools, SQL"
643,NLP Data Scientist,Finite HR Consulting Private Limited,Bengaluru,3-5 Yrs,"Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML"
644,Data Scientist,IT service company,"Bangalore Rural, Bengaluru",8-12 Yrs,"Maritime, Predictive Modeling, Tensorflow, Pytorch, Data Visualization, data scientist, Data analytics, Machine Learning"
645,Data Scientist,Valuenable,Mumbai,8-13 Yrs,"Automation, Claims, Statistical analysis, data science, GCP, Underwriting, Fraud analytics, Customer support"
646,Data Analyst/Architect/Scientist/Engineer,Diverse Lynx,Hyderabad,4-10 Yrs,"Architect, Data Analyst, Data analysis, Engineering, Architecture, Data"
647,Data Scientist with GCP Cloud,Foreign MNC,Bengaluru,6-11 Yrs,"Data Science, GCP, Natural Language Processing, Aws Sagemaker, Aiml, Computer Vision, Machine Learning, Deep Learning"
648,Data Scientist with GCP Cloud,Foreign MNC,"Hyderabad, Bengaluru, Delhi / NCR",6-11 Yrs,"Data Science, GCP, Natural Language Processing, Aws Sagemaker, Aiml, Computer Vision, Machine Learning, Deep Learning"
649,Data Scientist- Urgent Vacancy- Navi Mumbai (Airoli),Kiya.ai,Navi Mumbai,1-4 Yrs,"Natural Language Processing, Machine Learning, Python, Generative artificial intelligence, Artificial Intelligence, Machine, Process, Languages"
650,Data Scientist,Kline Company,New Delhi,8-13 Yrs,"Automation, data science, Analytical, Social media, Machine learning, Market research, Predictive modeling, Analytics"
651,Data Scientist,GKM It,Udaipur(Shobhagpura),3-7 Yrs,"Data Science, Machine Learning, Deep Learning, Python, SQL, Tensorflow, Machine, Data"
652,Data Scientist,Neura Monks,Ahmedabad,1-4 Yrs,"Data Science, Apache Airflow, BigQuery, PySpark, AWS Glue, ETL, AWS, Python"
653,Data Scientist - GenAI & LLMs,Acess Meditech,Hyderabad,1-3 Yrs,"Computer science, Automation, Product engineering, ERP, GCP, Machine learning, Agile, CMMI"
654,Data Scientist,Cerebulb,Gandhinagar,2-7 Yrs,"Data Science, MLOps, Power BI, Data Scientist, Model Deployment, Data Visualization, Process Optimization, Tableau"
655,Data Scientist,Aifa Labs,Hyderabad,5-10 Yrs,"Large Language Model, Artificial Intelligence, Natural Language Processing, Machine Learning, Python, Fast API, Languages, Intelligence"
656,Data Scientist | Remote,Dsilo Ai Technologies,Remote,5-9 Yrs,"Data Science, NLP, LLM, Python, GenAI, Data, Natural language processing, Science"
657,Data Scientist,Proclime,Chennai,4-5 Yrs,"Data analysis, Statistical modeling, SAS, Analytical, Machine learning, Algorithm development, Product design, Analytics"
658,Data Scientist,Coditas Technologies,Pune,3-6 Yrs,"Deployment, Python, Pyspark, Azure Cloud, Artificial Intelligence, AWS, Machine Learning, Intelligence"
659,Data Scientist,Aventior Digital,Pune,3-6 Yrs,"Data Science, Artificial Intelligence, Computer Vision, Machine Learning, Computer, Vision, Intelligence, Data"
660,Data Scientist/AI Developer,Ontrac Automation Solutions,Remote,4-8 Yrs,"Tensorflow, AI Integration, Model Development, Data Analysis, Python, Predictive Modeling, Matplotlib, Had"
661,Data Scientist,Euclid Innovations,Hyderabad,8-13 Yrs,"Version control, Machine learning, Data processing, Deployment, Management, Fraud detection, Financial services, Monitoring"
662,Data Scientist,Cloud Kinetics,Pune,3-7 Yrs,"Data Science, algorithms, python, data analysis, scikit-learn, data manipulation, machine learning, relational databases"
663,Data Scientist,Wallero Technologies,Hyderabad,4-9 Yrs,"Generative AI, Large Language Model, Natural Language Processing, Machine Learning, Deep Learning, Data Science, Artificial Intelligence, Aiml"
664,Data Scientist,Apps Associates,Gurugram,5-7 Yrs,"Natural Language Processing, NoSQL databases, AWS SageMaker, Step Functions, Lambda, API Gateway, SQL, Process"
665,Data Scientist,Smart Wealth,Gurugram,5-8 Yrs,"deep learning, NLP, Power BI, Data Scientist, Machine Learning, Cloud libraries, Financial Modelling, Python"
666,Data Scientist,Fusion Plus Solutions,Hyderabad,4-8 Yrs,"algorithms, python, natural language processing, scikit-learn, linear regression, numpy, machine learning, cloud platform"
667,Specialist Data Scientist,inContact,Pune,8-13 Yrs,"Automation, Technical writing, GCP, Analytical, Machine learning, Flex, Analytics, SQL"
668,RWE Data Scientist,Sanofi,Hyderabad,3-8 Yrs,"Claims, Linux, Simulation, Analytical, Data mining, biomedical, Information technology, SQL"
669,Data Scientist,Writerbuddy Games,Jaipur,8-13 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
670,AI Data Scientist,Enthralltech,Pune,2-5 Yrs,"Computer science, Data analysis, Usage, data science, Analytical, Machine learning, Programming, Deployment"
671,Forecasting Data Scientist,Mondelez,Remote,3-7 Yrs,"Business process, Data analysis, C++, Manager Quality Assurance, Coding, Javascript, FMCG, Data mining"
672,Geospatial Data Scientist,Kshema General Insurance,Hyderabad,1-3 Yrs,"Computer vision, Data analysis, data science, Debugging, System design, Data processing, Monitoring, Remote sensing"
673,Data Scientist,Bigtapp (india),"Hyderabad, Chennai",4-6 Yrs,"Computer science, Cloud computing, Data analysis, Social media, Consulting, microsoft, Data mining, Analytics"
674,Data Scientist,Beinex,Remote,5-8 Yrs,"Analytical, Machine learning, Research, Statistics, Machine, Data, Analytics"
675,AI/ML/Gen AI Data Scientist,Tekdi Technologies,Pune,5-6 Yrs,"Neural networks, Artificial Intelligence, Machine learning, Agile, Natural language processing, Open source, Information technology, Forecasting"
676,Data Scientist,Involead,New Delhi,2-7 Yrs,"Computer science, Statistical analysis, Analytical, Consulting, Machine learning, Predictive modeling, Regression analysis, Econometrics"
677,Data Scientist,Nupeak It Solutions Llp,Ahmedabad,3-8 Yrs,"SAS, data science, Analytical, Troubleshooting, Statistics, Science, Analytics, Data"
678,Data Scientist - Machine Learning,EzeiaTech,Gurugram,2-6 Yrs,"Machine Learning, Data Science, EDA, Data Analysis, statistical modeling, Data Visualization, Statistical Analysis, Machine"
679,Data Scientist,Comscore,Pune,2-4 Yrs,"Unix, Computer science, E-learning, Operations research, Linux, Process improvement, Analytical, Troubleshooting"
680,Data Scientist,Digital Global Services,"New Delhi, Gurugram",3-7 Yrs,"Computer science, Data analysis, Analytical, Machine learning, Healthcare, HTML, Data mining, Analytics"
681,Data Scientist,Aster DM Healthcare,Gurugram,4-7 Yrs,"Data Science, Predictive Modeling, Data Analytics, Machine Learning, Statistical Modeling, Python, Predictive Analytics, Machine"
682,Data Scientist,Wcities,Remote,4-8 Yrs,"python, data mining, machine learning, artificial intelligence, data analysis, Generative AI, LangChain, Hugging Face"
683,Data Scientist,Vionsys It Solutions India,Pune,2-3 Yrs,"NoSQL, Machine learning, SCALA, Data quality, data visualization, Forecasting, Monitoring, SQL"
684,Data Scientist,Gforce Consulting Solutions,"Kolkata, Pune, Gurugram",3-8 Yrs,"Computer vision, Marketing analytics, data science, Risk analytics, Analytical, Demand forecasting, Consulting, Natural language processing"
685,Data Scientist,Tecqubes Technologies,"Nazira, Surat",8-13 Yrs,"deep learning, Data analysis, Project implementation, data science, Machine learning, Debugging, Data collection, Continuous improvement"
686,Data Scientist,KiE Square,Noida,4-5 Yrs,"Data analysis, data science, Analytical, Machine learning, HTML, Data quality, Business intelligence, SQL"
687,Data Scientist,Vakilsearch,Chennai,4-8 Yrs,"Data Science, Data Scientist, Artificial Intelligence, Data Management, Data Visualization, Data Analytics, Machine Learning, Statistics"
