,roles,companies,locations,experience,skills
508,Data Scientist,Blume Ventures,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,"Computer vision, Coding, Programming, Information retrieval, Natural language processing, Calculus, Data mining, Statistics"
509,Data Scientists,Pratibha Analytics,Hyderabad,2-7 Yrs,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information"
510,Data Scientist,Bizviz Technologies,Bengaluru,3-7 Yrs,"ERP, Data analysis, SAS, Simulation, Analytical, Machine learning, Healthcare, Data mining"
511,Data Scientist,Rapid Canvas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,"Computer science, Operations research, data science, GCP, Machine learning, SAGE, Data mining, AWS"
512,Data Scientists and Programmer,Zdaly,Bengaluru,5-8 Yrs,"SAN, Health insurance, tableau, Data modeling, cassandra, Script writing, big data analytics, Machine learning"
513,Data Scientist,Comscore,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,"Digital media, Analytical, Debugging, CMS, Market research, SEM, Data mining, Analytics"
514,Data Scientist,Scienaptic Systems,Bengaluru,2-7 Yrs,"Business process, Loans, Business analytics, Analytical, Finance, Credit underwriting, Credit risk management, SQL"
515,Data Scientists,Huntertech Ventures,Bengaluru,5-8 Yrs,"algorithms, workday functional, python, workday, data security, predictive analytics, predictive, power bi"
516,Data scientist,Meyrahkee,"Mumbai, Pune, Bengaluru",3-7 Yrs,"Computer science, GCP, Machine learning, Cloud, Manager Technology, Workflow, E-commerce, Data quality"
517,Data Scientist,Artex Risk Solutions,Bengaluru,1-2 Yrs,"Data analysis, Data modeling, Consulting, Machine learning, Risk management, Data mining, MATLAB, Python"
518,Data Scientist,LLP S3bglobal Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-10 Yrs,Data Scientist
519,Data Scientist,Astria Digital,Bengaluru,8-13 Yrs,"Training, deep learning, Coding, Cloud Services, Machine learning, Cloud, content generation, Natural language processing"
520,Data Scientist,DigitalAPICraft,Bengaluru,8-13 Yrs,"Computer science, Telecom, Performance tuning, GCP, Machine learning, Healthcare, Natural language processing, data visualization"
521,Data Scientist I A - GBS IND,Bank Of America,Hyderabad,2-9 Yrs,"Data analysis, Software design, GIT, Consulting, Workflow, Oracle, Risk management, JIRA"
522,Data Scientist,Neostats Analytics Solutions,Bengaluru,3-7 Yrs,"supply chain, power bi, inventory, merchandising, programming, sql, Program, Supply"
523,Data Scientist,Ducker Worldwide Management Consulting,Bengaluru,2-5 Yrs,"Mining, Excel, data science, Analytical, Consulting, Hypothesis Testing, Forecasting, SQL"
524,AI Data Scientist,Johnson Controls,Pune,4-8 Yrs,"Computer science, SOA, GCP, Machine learning, Deployment, Sensors, Test cases, JIRA"
525,AI Data Scientist,Johnson Controls,Pune,4-8 Yrs,"Computer science, SOA, GCP, Machine learning, Cloud, Deployment, Sensors, Monitoring"
526,Data Scientist,Datacorp Traffic,Bengaluru,3-7 Yrs,Data Scientist
527,Data Scientist,Elevate Global,Bengaluru,2-5 Yrs,"Mining, Excel, data science, Analytical, Consulting, Hypothesis Testing, Forecasting, SQL"
528,Data Scientist,Goto Company,Bengaluru,1-2 Yrs,"Computer science, Operations research, Prototype, Version control, Formulation, Machine learning, Data processing, SQL"
529,Data Scientist,Preceptors IT and Business Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,"algorithms, python, project management, modeling, data analysis, data analytics, preventive maintenance, business solutions"
530,Data Scientist - 3,Navi Technologies,Bengaluru,5-8 Yrs,"Electrical engineering, Loans, data science, financial products, Mutual funds, Machine learning, Programming, Business solutions"
531,Data Scientist,Axiom Technologies,Bengaluru,3-8 Yrs,"Vista, IT services, Computer science, Windows OS, Machine learning, IT skills, Hypothesis Testing, data visualization"
532,Data Scientist,Ducker Worldwide Management Consulting,Bengaluru,2-5 Yrs,"Mining, Computer science, Excel, data science, Analytical, Consulting, Hypothesis Testing, Forecasting"
533,Debt Collection Data Scientist,Fairmoney Technology,Bengaluru,2-6 Yrs,"Computer science, Logistic regression, debt collection, MySQL, Data quality, Data mining, Business solutions, Econometrics"
534,Data Scientist,Kashsam Data Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Data analysis, Coding, Process improvement, data governance, Management, Analysis, Governance, Data"
535,Data Scientist,AIE Group,Bengaluru,3-8 Yrs,"Computer science, deep learning, Statistical modeling, Prototype, data science, Neural networks, Machine learning, Research"
536,Data Scientist,Netcore Cloud,"Mumbai, Bengaluru",3-7 Yrs,"C++, Product engineering, NoSQL, Business analytics, Artificial Intelligence, MySQL, Machine learning, MongoDB"
537,Data scientist,Aikaan Labs,Bengaluru,4-6 Yrs,"Academic Research, Networking, Machine learning, Data collection, Hypothesis Testing, Programming, Regression analysis, Data mining"
538,Data Scientist,Conneqt,Bengaluru,5-8 Yrs,"data science, Analytical, Machine learning, Hypothesis Testing, Statistics, Business understanding, Python, text analytics"
539,Data Scientist,Aarch Solutions,Bengaluru,8-13 Yrs,"Unix, Supply chain, Computer science, C++, Linux, Machine learning, SPSS, Data mining"
540,Data Scientist,Quantiphi Analytics Solutions,"Mumbai, Bengaluru, Thiruvananthapuram",3-8 Yrs,"Version control, Machine learning, Software development life cycle, Open source, Forecasting, AWS, Object oriented programming, Monitoring"
541,Data Scientist,Credit Saison,Bengaluru,3-8 Yrs,"Computer science, Loans, Manager Quality Assurance, Underwriting, Data collection, Data mining, Business solutions, Forecasting"
542,Data Scientist,Sberbank,Bengaluru,3-7 Yrs,"Data analysis, Development Manager, Analytical, Agile, Continuous improvement, Business solutions, Operations, Internship"
543,Data Scientist - Product,Rapid Canvas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Usage, Version control, Prototype, Manager Quality Assurance, data science, GCP, Machine learning, Product design"
544,Data Scientist,Gradient M,Bengaluru,7-12 Yrs,"C++, Hibernate, Automation, SOA, XML, JSP, JDBC, Business intelligence"
545,Data Scientist,Inference Labs,Bengaluru,3-5 Yrs,"C++, Linux, Networking, Coding, Javascript, DNS, Perl, HTTP"
546,Remote Opportunity Data Scientist with Dataiku,Emagine,Bengaluru,5-10 Yrs,"deep learning, python, natural language processing, data science, neural networks, dataiku, Science, Process"
547,Data Scientist,Kanini Software Solutions,"Noida, Pune, Chennai, Coimbatore, Bengaluru",1-6 Yrs,"Unix, Linux, SAS, Coding, Application development, Windows, Teradata, Open source"
548,Data Scientist,All Peoples Church World Outreach,Bengaluru,3-8 Yrs,"Computer science, E-learning, Data analysis, data science, GCP, Analytical, Machine learning, Mobile applications"
549,Data Scientist,Fort Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,"Supply chain, Health insurance, Operations research, Machine learning, data visualization, Data mining, big data, Open source"
550,data scientist,Cognistx,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,"Computer science, Data analysis, NoSQL, Machine learning, Data collection, Business intelligence, Data mining, MATLAB"
551,Data Scientist,Anheuser Busch InBev,Bengaluru,3-6 Yrs,"Version control, GIT, Analytical, Consulting, Machine learning, Data structures, Forecasting, Analytics"
552,Data Scientist / Decision Scientist,Maruti Suzuki,Gurugram,4-7 Yrs,"Cloud computing, Powertrain, Neural networks, Machine learning, Telematics, Sensors, data visualization, Automotive"
553,Data Scientist,Maruti Suzuki,New Delhi,2-5 Yrs,"SAS, data security, Analytical, Machine learning, Customer retention, Data collection, Marketing operations, Principal"
554,"NLP , Data Scientist",Mango Sciences,Bengaluru,4-6 Yrs,"Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Analytics"
555,"Knowledge Graph , Data Scientist",Mango Sciences,Bengaluru,3-5 Yrs,"Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations"
556,"Deep Learning , Data Scientist",Mango Sciences,Bengaluru,3-5 Yrs,"Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Operations"
557,Data Scientist,Pragya Health Technologies,Bengaluru,2-6 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
558,Data Scientist,Faurecia,Pune,2-10 Yrs,"Training, Career development, Manager Technology, Agile, Electronics, Automotive, Technology, Technology management"
559,Data Scientist,NOVARTIS,Hyderabad,2-8 Yrs,"deep learning, Statistical analysis, Neural networks, Project management, Analytical, Machine learning, Programming, Natural language processing"
560,Data Scientist,Diensten Tech Limited,Bengaluru,8-13 Yrs,Data Scientist
561,Data Scientist,Edcults Consulting,"Hyderabad, Bengaluru",5-10 Yrs,"Computer science, Training, deep learning, Networking, Data management, Machine learning, Infrastructure, Performance optimization"
562,Data Scientist,Zen Data Shastra,Bengaluru,2-6 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, data mining, predictive"
563,Data Scientist,The It Mind Services,"Kolkata, Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru",4-12 Yrs,"Machine learning, Data collection, data visualization, Collections, Machine, Data"
564,Data Scientist,Sumeru Digital Solutions,Bengaluru,3-8 Yrs,Data Scientist
565,Data Scientist,Open Insights,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,"C++, Linux, Agile scrum, Machine learning, Programming, Object oriented programming, Statistics, SQL"
566,Data Scientist with Python & AWS,Rarr Technologies,Bengaluru,5-10 Yrs,"Data analysis, Statistical analysis, data science, data security, Cloud Services, Machine learning, Data processing, data visualization"
567,Data Scientist,Green Clover,Mumbai,3-6 Yrs,"Telecom, SAS, Analytical, Machine learning, Data quality, MS Office, Data mining, Analytics"
568,Data Scientist,Syncortex,Hybrid - Bengaluru,6-10 Yrs,"Data Science, Predictive Modeling, Machine Learning, Python, Modeling, Predictive, Machine, Data"
569,Data Scientist,Germane Analytics,Bengaluru,8-13 Yrs,"C++, Algorithms, Simulation, Coding, MySQL, Machine learning, Javascript, Business Objects"
570,Data Scientist,Innominds Software,"Hyderabad, Bengaluru",2-7 Yrs,"deep learning, PDF, data science, Machine learning, Programming, Data processing, Predictive modeling, data visualization"
571,DATA SCIENTIST,Fiddich,Bengaluru,5-8 Yrs,"Algorithms, Data modeling, Analytical, Machine learning, Grid, Perl, Data mining, MATLAB"
572,Data Scientist,Pattern Effects Labs,Bengaluru,2-7 Yrs,"Statistical analysis, Data mining, Statistics, Analysis, Data"
573,Data Scientist,Faurecia,Pune,3-5 Yrs,"Computer vision, deep learning, Data analysis, Artificial Intelligence, Machine learning, Manager Technology, Agile, Automotive"
574,Data Scientist,Bizviz Technologies,"Hyderabad, Bengaluru",3-8 Yrs,"ERP, Data analysis, SAS, Simulation, Analytical, Machine learning, Healthcare, Data mining"
575,Data Scientist & ML developer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,"Telecom, Linux, Neural networks, Consulting, Machine learning, Data collection, Telecom OSS, Windows"
576,Data Scientist,CTD Techs,"Chennai, Bengaluru",2-6 Yrs,"Process automation, data science, Artificial Intelligence, Consulting, Machine learning, linear regression, microsoft, Facility management"
577,Data Scientist,Diverse Lynx,Bengaluru,4-6 Yrs,"Computer science, deep learning, data science, spark, consumer marketing, Machine learning, Forecasting, Business understanding"
578,PRI01153-Data Scientist,Tech Stalwart Solution,Bengaluru,7-12 Yrs,"Cloud, Open source, AWS, SQL, Python, Source, Open"
579,AI - Data Scientist/ Architect,IDESLABS,Bengaluru,7-12 Yrs,"Architect, SAS, data science, Focus, Machine learning, Cloud, Programming, Agile"
580,Data Scientist - AI Agents & Knowledge Engineering,CoreStack,Chennai,1-5 Yrs,"Automation, Simulation, data science, GCP, Machine learning, Cloud, Open source, AWS"
581,Software Engineer - Data Scientists,Patientmd,Kolkata,3-8 Yrs,"Data analysis, Business analytics, Genomics, Web development, Machine learning, medical tourism, Scheduling, Data mining"
582,CarbyneTech - Data Scientist - Image Recognition/Machine Learning,Leading Client,Gurugram,5-10 Yrs,"Data Scientist, NLP, Time Series Analysis, Artificial Intelligence, Data Management, Image Recognition, Distributed Computing, Machine Learning"
583,CarbyneTech - Data Scientist - Image Recognition/Machine Learning,Leading Client,Coimbatore,5-10 Yrs,"Data Scientist, NLP, Time Series Analysis, Artificial Intelligence, Data Management, Image Recognition, Distributed Computing, Machine Learning"
584,Data Scientist,Leading Client,New Delhi,2-7 Yrs,"Python, transformers, natural language processing, scikit-learn, machine learning, artificial intelligence, deep learning, data modeling"
585,Data Scientist - Gen AI - NLP,Leading Client,Gurugram,3-7 Yrs,"Data scientist, prompt engineering, Langchain, natural language processing, scikit-learn, ML modeling, ML algorithms, DL"
586,Data Scientist - Gen AI - NLP,Leading Client,Gurugram,3-7 Yrs,"Data scientist, machine learning, prompt engineering, Langchain, natural language processing, ML modeling, ML algorithms, DL"
587,Data Scientist - Gen AI - NLP,Leading Client,Gurugram,3-7 Yrs,"Data scientist, machine learning, prompt engineering, Langchain, natural language processing, scikit-learn, ML modeling, ML algorithms"
588,Data Scientist,Leading Client,Hyderabad,3-7 Yrs,"data analysis, sql, it recruitment, recruitment, c2h, head hunting, screening, python"
589,IN | Data Scientist,Leading Client,Maharashtra,3-7 Yrs,"deep learning frameworks, python, natural language processing, machine learning, r, rest, algorithms, data management"
590,IN | Data scientists,Leading Client,Andhra Pradesh,3-7 Yrs,"python, machine learning, artificial intelligence, sql, model development, natural language processing, neural networks, linear regression"
591,Data Scientist,Leading Client,Mumbai,2-5 Yrs,"python, natural language processing, mathematics, scikit-learn, neural networks, numpy, machine learning, sql"
592,Data Scientist,Leading Client,Uttar Pradesh,2-7 Yrs,"apache pig, machine learning, java, pharmacy, life sciences, hive, python, c++"
593,Data Scientist,Deloitte,"Hybrid - Gurugram, Bengaluru, Mumbai (All Areas)",5-10 Yrs,"SAS, Data Mining, Machine Learning, Python, SQL, Predictive Modeling, Data Science, Data Analysis"
594,Data Scientist,Leading Company,"Pune, Bengaluru",7-12 Yrs,"LLM, Python, GEN AI, Airflow, Data Science, Data Pipeline, Aiml, LMM"
595,Data Scientist,Infocus Technologies,"Chennai, Bengaluru",4-8 Yrs,"Generative Ai, Natural Language Processing, Machine Learning, Processing, Languages, Artificial Intelligence, Process, Machine"
596,"Data Scientist – Generative AI, LLM, Machine Learning",Sadbhav Futuretech / Please don't Mention client name.,Bengaluru,3-8 Yrs,"Generative AI, LLM Observabilty, MLOps, LLMOps, ML Observability, LLM, Machine Learning, Data"
597,Data Scientist,ACS,"Chennai, Bengaluru, Delhi / NCR",6-11 Yrs,"Data Science, Gen AI, Aiml, Computer Vision, Python, Natural Language Processing, LLM, Machine Learning"
598,"Data scientist - Python, SQL- 6+ years - Bangalore, Chennai, Hyderabad",Global leader in AI and Analytics.,"Hybrid - Hyderabad, Chennai, Bengaluru",6-11 Yrs,"Data Science, Machine Learning, Python, Presentation Skills, Consulting, Regression, Client Engagement, Random Forest"
599,Data Scientist,Rhohyve Ai Labs,"Pune, Bengaluru, Delhi / NCR",2-5 Yrs,"Data Science, Time Series Analysis, Statistical Modeling, Data Mining, Machine Learning, Python, Analysis, Modeling"
600,Hiring Data Scientist - Pune,People Powered Solutions,Pune(Kalyani Nagar),3-6 Yrs,"python, data science, big data analytics, predictive modeling, Data Scientist, machine learning, business intelligence, sql"
601,Data Scientist,TMD - The Modern Dimension,"New Delhi, Bengaluru",2-7 Yrs,"Data Science, Data Scientist, Machine Learning, Algorithm, Machine, Data, Science, Algorithms"
602,Data scientist| 5+ Years| Bangalore,Gryphon Hytech Services,Bengaluru,5-8 Yrs,"Data Science, Excel, Power Bi, Statistical Analyses, Python, Mathematics, Bi, Statistics"
603,Data Scientist,hackajob,Bengaluru,3-7 Yrs,"data science, Data modeling, Agile, Data processing, Informatica, microsoft, Reporting tools, SQL"
604,Data Scientist AI-ML,BEST SELECTION SOLUTIONS PRIVATE LIMITED,Bengaluru,3-9 Yrs,"Printing, Training, PDF, data science, Database design, Machine learning, Troubleshooting, Monitoring"
605,NLP Data Scientist,Finite HR Consulting Private Limited,Bengaluru,3-5 Yrs,"Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML"
606,Data Scientist,"Top B2B Corporate, Management Consulting Firm","Kolkata, Hyderabad, Delhi / NCR",5-9 Yrs,"supervised, unsupervised ML Techniques., decision trees, machine learning algorithms, regression, neural networks, clustering, statistics"
607,Data Scientist,Z2plus Placement & Security Agency Pvt. Ltd.,Bengaluru,2-3 Yrs,"Supply chain, Logistic regression, Industry research, Neural networks, Project management, Machine learning, Business excellence, Natural language processing"
608,Data Analyst/Architect/Scientist/Engineer,Diverse Lynx,Hyderabad,4-10 Yrs,"Architect, Data Analyst, Data analysis, Engineering, Architecture, Data"
609,Data Scientist,Carbynetech India Pvt Ltd,"Bareilly, Saudi Arabia",5-8 Yrs,"data engineering, Data Science, Azure, data management, automation, GCP, data governance, AI"
610,Data Scientist,Carbynetech India Pvt Ltd,"Saudi Arabia, Vadodara",5-8 Yrs,"data engineering, Data Science, Azure, data management, automation, GCP, data governance, AI"
611,Data Scientist,Coditas Technologies,Pune,3-7 Yrs,"Machine Learning Algorithms, Ai Algorithms, GCP, AWS, R Program, Python, Machine learning, R"
612,Data Scientist,Valuenable,Mumbai,8-13 Yrs,"Automation, Claims, Statistical analysis, data science, GCP, Underwriting, Fraud analytics, Customer support"
613,Data Scientist,Strategic Skill Tech,"Indore, Hyderabad, Ahmedabad",5-9 Yrs,"Data Scientist, Machine Learning, Azure, MLOps, GCP, Cloud, AWS, Python"
614,Data Scientist - APM,John Crane Sealing Systems India,Pune,10-15 Yrs,"matlab, algorithms, python, mathematics, scikit-learn, predictive analytics, dl, machine learning"
615,Data Scientist,Kline Company,New Delhi,8-13 Yrs,"Automation, data science, Analytical, Social media, Machine learning, Market research, Predictive modeling, Analytics"
616,Data Scientist | Direct position with Micron technologies,Naukri E-hire Campaign,Hyderabad,5-8 Yrs,"data scientist, angular, python, css, html, machine learning, javascript"
617,Data Scientist,Amneal Pharmaceuticals,Ahmedabad,4-9 Yrs,"Data Science, Artificial Intelligence, Machine Learning, Data, Intelligence, Machine, Science"
618,Data Scientist,Smollan India Technology Pvt Ltd,Remote,3-6 Yrs,"Coding, Business Skills, Python, Data"
619,Requirement For Data Scientist,Hetero Healthcare,Hyderabad,4-6 Yrs,"data scientist, Implement and maintain predictive models like CLTV prediction, propensity modeling"
620,Data Scientist,Amgen Inc,Hyderabad,3-5 Yrs,"python, predictive analytics, troubleshooting, machine learning algorithms, statistics, data analysis, data analytics, sas"
621,Data Scientist,Tekone It Services,Hybrid - Indore,4-7 Yrs,"Data Science, algorithms, python, natural language processing, scikit-learn, bi, predictive, power bi"
622,Data Scientist,Crayon Data,Chennai,3-5 Yrs,"Data Science, operation research, PyTorch, MxNet, Tensor flow, Machine Learning, Operations research, Research"
623,Data Scientist,Proclime,Chennai,4-5 Yrs,"Data analysis, Statistical modeling, SAS, Analytical, Machine learning, Algorithm development, Product design, Analytics"
624,Ai Data Scientist - WFO - Tharamani Location,Inlogic Technologies,Chennai(Tharamani),3-8 Yrs,"Healthcare Domain, HIPAA, AI, Machine Learning, data scientist, EHR, Machine, DNS"
625,Data Scientist,Akasa Air,Mumbai (All Areas),3-5 Yrs,"data modeling, Data Visualization, Data Analytics, Machine Learning, Data Science, Predictive Modeling, Predictive Analytics, Machine"
626,Data Scientist,Bacancy Technology,"Gandhinagar, Ahmedabad, Surat",5-9 Yrs,"ML, Python, Tensorflow, PyTorch, Python Framework, OpenAI, FastAPI, Framework"
627,Data Scientist - Azure ML,CARBYNETECH,Gwalior,3-8 Yrs,"Azure, Azure ML, MLFlow, Mlops, Machine Learning, Microsoft Flow, Azure Devops, Microsoft Azure"
628,Data Scientist - Azure ML,CARBYNETECH,Thane,3-8 Yrs,"Azure, Azure ML, MLFlow, Mlops, Machine Learning, Microsoft Flow, Azure Devops, Microsoft Azure"
629,Data Scientist - Azure ML,Carbynetech India Pvt Ltd,Jodhpur,3-8 Yrs,"Azure, Azure ML, MLFlow, Mlops, Machine Learning, Microsoft Flow, Azure Devops, Microsoft Azure"
630,Data Scientist - Python/Machine Learning,Carbynetech India Pvt Ltd,Gwalior,2-7 Yrs,"Machine Learning, R-CNN, NLP, Data Scientist, Pandas, Neural Networks, Numpy, Deep Learning"
631,Data Scientist - Azure Data Factory/NLP Pipeline,CARBYNETECH,Guwahati,2-7 Yrs,"Azure Data Factory, Data Science, NLP Pipeline, CI/CD Pipeline, Data Scientist, Data Management, Time Series Forecasting, Neural Networks"
632,Data Scientist - Machine Learning/APICS,CARBYNETECH,Visakhapatnam,3-8 Yrs,"Machine Learning, Data Science, R, APICS, NLP, Artificial Intelligence, Data Management, Python"
633,Data Scientist - Image Recognition/Machine Learning,CARBYNETECH,Kota,5-10 Yrs,"Machine Learning, Tensorflow, Artificial Intelligence, Data Management, Image Recognition, Deep Learning, Pig, Pytorch"
634,Data Scientist - Machine Learning/Python,CARBYNETECH,Jamshedpur,3-8 Yrs,"Python, Predictive Modeling, R, Data Scientist, Data Management, Machine Learning, SQL, Modeling"
635,Data Scientist,Carbynetech India Pvt Ltd,"Visakhapatnam, Saudi Arabia",3-6 Yrs,"Artificial Intelligence, NLTK, PyTorch, generative AI, Data Scientist, Machine Learning, Intelligence, Machine"
636,Data Scientist - Machine Learning / APICS,Carbynetech India Pvt Ltd,Vijayawada,3-8 Yrs,"Machine Learning, Data Science, R, NLP, Neural networks, Artificial Intelligence, Deep Learning, Python"
637,Data Scientist - Image Recognition / Machine Learning,Carbynetech India Pvt Ltd,Thane,5-10 Yrs,"Machine Learning, Tensorflow, Java, Scala, Image Recognition, Deep Learning, Pytorch, R"
638,Data Scientist,Carbynetech India Pvt Ltd,"Salem, Saudi Arabia",3-8 Yrs,"Data Science, NLTK, spaCy, PyTorch, Data Scientist, Pandas, AI, DL"
639,Data Scientist - Azure ML,CARBYNETECH,Rajkot,3-8 Yrs,"Azure, Azure ML, MLFlow, Mlops, Machine Learning, Microsoft Flow, Azure Devops, Microsoft Azure"
640,Data Scientist - Azure ML,CARBYNETECH,Meerut,3-8 Yrs,"Azure, Azure ML, MLFlow, Mlops, Machine Learning, Microsoft Azure, Azure Devops, Machine"
641,Data Scientist - Azure ML,Carbynetech India Pvt Ltd,Kanpur,3-8 Yrs,"Azure, Azure ML, MLFlow, Mlops, Machine Learning, Azure Devops, Machine, Microsoft Azure"
642,Data Scientist - Python/Machine Learning,Carbynetech India Pvt Ltd,Nagpur,2-7 Yrs,"Machine Learning, R-CNN, NLP, Data Scientist, Pandas, Neural Networks, Numpy, Deep Learning"
643,Data Scientist - Azure Data Factory/NLP Pipeline,CARBYNETECH,Jabalpur,2-7 Yrs,"Azure Data Factory, Data Science, NLP Pipeline, CI/CD Pipeline, Data Scientist, Data Management, Time Series Forecasting, Neural Networks"
644,Data Scientist - Machine Learning/APICS,CARBYNETECH,Mumbai,3-8 Yrs,"Machine Learning, Data Science, R, APICS, NLP, Artificial Intelligence, Data Management, Python"
645,Data Scientist - Image Recognition/Machine Learning,CARBYNETECH,Kolkata,5-10 Yrs,"Machine Learning, Tensorflow, Artificial Intelligence, Data Management, Image Recognition, Deep Learning, Pig, Pytorch"
646,Data Scientist - Machine Learning/Python,CARBYNETECH,Kolkata,3-8 Yrs,"Python, Predictive Modeling, R, Data Scientist, Data Management, Machine Learning, SQL, Machine"
647,Data Scientist,Carbynetech India Pvt Ltd,"Coimbatore, Saudi Arabia",3-6 Yrs,"Artificial Intelligence, NLTK, PyTorch, generative AI, Data Scientist, Machine Learning, Machine, Data"
648,Data Scientist - Machine Learning / APICS,Carbynetech India Pvt Ltd,Hyderabad,3-8 Yrs,"Machine Learning, Data Science, R, NLP, Neural networks, Artificial Intelligence, Deep Learning, Python"
649,Data Scientist - Image Recognition / Machine Learning,Carbynetech India Pvt Ltd,Delhi / NCR,5-10 Yrs,"Machine Learning, Tensorflow, Java, Scala, Image Recognition, Deep Learning, Pytorch, R"
650,Data Scientist,Carbynetech India Pvt Ltd,"Indore, Saudi Arabia",3-8 Yrs,"Data Science, NLTK, spaCy, PyTorch, Data Scientist, Pandas, AI, DL"
651,Data Scientist- Python,Marsh McLennan,"Hybrid - Pune, Mumbai (All Areas)",5-10 Yrs,"Pandas, Numpy, Python, Data"
652,Data Scientist,Indium Software,Hybrid - Hyderabad,3-5 Yrs,"NLP, CV, Natural Language Processing, Computer Vision, Aiml, Transformers, Statistics, Data"
653,RWE Data Scientist,Sanofi,Hyderabad,3-8 Yrs,"Claims, Linux, Simulation, Analytical, Data mining, biomedical, Information technology, SQL"
654,Data Scientist,Hanker Systems (india),Chennai,6-8 Yrs,"python programming, Azure, PySpark, ML models, SQL, Pytorch, tensorflow, neo4j"
655,Data Scientist(Azure),Evnek,Mumbai,3-8 Yrs,"Data Science, python, data extraction, Azure, sql queries, PySpark, data processing, etl"
656,Data Scientist,Fusion Plus Solutions,Hyderabad,4-8 Yrs,"algorithms, python, natural language processing, scikit-learn, linear regression, numpy, machine learning, cloud platform"
657,Data scientist,Volody Product,"Mumbai, Goregaon",2-4 Yrs,"Open AI, Generative AI, Machine learning, Beautiful Soup, Flask framework, MySQL, Pandas, NumPy"
658,Data Scientist - Contract,World Wide Technology,Remote,5-10 Yrs,"Data Science, Power Bi, Python, S3, Step Function, CloudWatch, Amazon Cloudwatch, S"
659,Data Scientist,AQe Digital (formerly Aqe Group),Ahmedabad,8-13 Yrs,"algorithms, python, data mining, data architecture, machine learning algorithms, data collection, sql, Data"
660,Data Scientist,Tecqubes Technologies,"Nazira, Surat",8-13 Yrs,"deep learning, Data analysis, Project implementation, data science, Machine learning, Debugging, Data collection, Continuous improvement"
661,Data Scientist,Global Fpo,Noida,4-9 Yrs,"AI Developer, NLP, Artificial Intelligence, DL, LLM, OCR, Ml, Development"
662,Data Scientist,Ebix,Mumbai (All Areas)(Andheri),3-5 Yrs,"Data Science, Big Data, AI, Data Driven, Data Analytics, Machine Learning, Python, Drives"
663,Data Scientist,Bigtapp (india),"Hyderabad, Chennai",4-6 Yrs,"Computer science, Cloud computing, Data analysis, Social media, Consulting, microsoft, Data mining, Analytics"
664,Data Scientist,Writerbuddy Games,Jaipur,8-13 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
665,Data Scientist,Digital Global Services,"New Delhi, Gurugram",3-7 Yrs,"Computer science, Data analysis, Analytical, Machine learning, Healthcare, HTML, Data mining, Analytics"
666,Geospatial Data Scientist,Kshema General Insurance,Hyderabad,1-3 Yrs,"Computer vision, Data analysis, data science, Debugging, System design, Data processing, Monitoring, Remote sensing"
667,Data Scientist,Fusion Plus Solutions,Hyderabad,6-9 Yrs,"Technical evaluation, Machine learning, Cloud, Vendor, SCM, Statistics, Python, Data"
668,Python /Data scientist,Merchantrms,Chennai,5-10 Yrs,"Python Development, Python, SQL, Opencv, Development, Data"
669,Data Scientist,Avkalan.ai,Pune(Kharadi),5-10 Yrs,"Artificial Intelligence, Data Science, Azure Cloud, Data Visualization, Machine Learning Algorithms, Tensorflow, Natural Language Processing, Data"
670,Data Scientist,Kardee,Remote,4-9 Yrs,"Artificial Intelligence, Natural Language Processing, Machine Learning, Data Science, Python, Tensorflow, Hadoop, Deep Learning"
671,Data Scientist | GeakMinds | Chennai,GeakMinds Technologies Pvt Ltd,Chennai,4-7 Yrs,"AI&ML, Machine Learning, Python, SQL, Azure Synapse, Azure Analytics, Power Bi, Tableau"
